List_Type,name,team,position,Years_Exp,Proj_Goals_30g,Proj_Assists_30g,Proj_Goals_82g,Proj_Assists_82g,playerId,season,4on5_goals,5on4_goals,5on5_goals,all_goals,4on5_hits,5on4_hits,5on5_hits,all_hits,4on5_points,5on4_points,5on5_points,all_points,4on5_primaryAssists,5on4_primaryAssists,5on5_primaryAssists,all_primaryAssists,4on5_shotAttempts,5on4_shotAttempts,5on5_shotAttempts,all_shotAttempts,4on5_xGoals,5on4_xGoals,5on5_xGoals,all_xGoals,4on5_icetime,5on4_icetime,5on5_icetime,all_icetime,4on5_blocks,5on4_blocks,5on5_blocks,all_blocks,all_assists,all_icetime_mins,all_goals_p60,all_assists_p60,all_points_p60,5on5_xGoals_p60,5on4_points_p60,all_hits_p60,all_blocks_p60,all_shots_p60,Cluster,games_played,Mins_Per_Game,Pred_Goals_p60,Pred_Assists_p60
Rookies (1 - 3 Years) - Goals (30 Games),Macklin Celebrini,SJS,C,1,12.178151228387419,15.269499458008765,33.28694669092561,41.73663185189062,8484801,2024,0.0,7.0,16.0,25.0,1.0,2.0,34.0,37.0,0.0,15.0,36.0,63.0,0.0,2.0,13.0,18.0,0.0,111.0,283.0,457.0,0.0,5.55,14.87,23.32,614.0,12128.0,64839.0,83110.0,0.0,0.0,50.0,53.0,38.0,1385.1666666666667,1.0829021778366021,1.6460113103116352,2.7289134881482373,0.8256142136676999,4.452506596306069,1.6026952231981713,2.2957526170135965,19.795451810853088,4,70,19.788095238095238,1.230856338809461,1.543301593638234
Rookies (1 - 3 Years) - Goals (30 Games),Dylan Guenther,UTA,R,3,11.928242944093995,13.868993817792198,32.60386404719026,37.90858310196534,8482699,2024,0.0,11.0,11.0,27.0,0.0,1.0,50.0,53.0,0.0,24.0,25.0,60.0,0.0,6.0,8.0,18.0,0.0,101.0,307.0,450.0,0.0,7.9,10.96,23.81,799.0,13542.0,53915.0,71388.0,0.0,0.0,37.0,42.0,33.0,1189.8,1.361573373676248,1.6641452344931922,3.02571860816944,0.7318186033571363,6.380150642445725,2.6727181038830055,2.1180030257186084,22.692889561270803,4,70,16.997142857142858,1.403558591505429,1.6319206038753638
Rookies (1 - 3 Years) - Goals (30 Games),Kirill Marchenko,CBJ,R,3,11.521420450043527,15.607975224230696,31.491882563452304,42.66179894623057,8480893,2024,0.0,2.0,24.0,31.0,0.0,7.0,47.0,55.0,0.0,18.0,46.0,74.0,0.0,11.0,15.0,29.0,0.0,85.0,315.0,434.0,0.0,3.15,12.78,20.45,312.0,11731.0,72316.0,88084.0,0.0,0.0,36.0,38.0,43.0,1468.0666666666666,1.2669724354025702,1.757413378139049,3.0243858135416195,0.6362077548536976,5.523825760804705,2.247854320875528,1.553062985332183,17.737614095635983,4,79,18.583122362869197,1.2399875785206464,1.6798011571421256
Rookies (1 - 3 Years) - Goals (30 Games),Wyatt Johnston,DAL,C,3,11.041361527167084,12.115887598299416,30.179721507590028,33.11675943535174,8482740,2024,2.0,11.0,18.0,33.0,1.0,1.0,42.0,45.0,2.0,24.0,39.0,71.0,0.0,9.0,13.0,25.0,15.0,101.0,249.0,389.0,1.3,9.78,16.06,29.88,6995.0,14705.0,66951.0,93115.0,0.0,5.0,38.0,47.0,38.0,1551.9166666666667,1.2758417011222682,1.4691510497771572,2.744992750899425,0.8635569296948514,5.875552533151989,1.739784137894002,1.8171078773559577,15.039467325350373,4,82,18.92581300813008,1.1668044614436353,1.2803558392016994
Rookies (1 - 3 Years) - Goals (30 Games),Adam Fantilli,CBJ,C,2,10.266095448644496,11.628062938252521,28.060660892961625,31.783372031223557,8484166,2024,1.0,2.0,25.0,31.0,0.0,0.0,113.0,113.0,2.0,4.0,44.0,54.0,1.0,0.0,12.0,14.0,3.0,48.0,300.0,394.0,0.32,1.71,11.23,18.59,1319.0,7200.0,73658.0,85991.0,0.0,0.0,52.0,56.0,23.0,1433.1833333333334,1.2978102359549255,0.9628914653859125,2.260701701340838,0.5488609519671999,2.0,4.730727634287309,2.344431393983091,16.49474945052389,1,82,17.477845528455287,1.174755255953086,1.3306059856543684
Rookies (1 - 3 Years) - Goals (30 Games),Dylan Holloway,STL,L,3,9.434772767054032,13.77744083404288,25.788378896614354,37.658338279717206,8482077,2024,0.0,6.0,16.0,26.0,0.0,5.0,158.0,165.0,0.0,13.0,42.0,63.0,0.0,3.0,17.0,21.0,1.0,48.0,258.0,336.0,0.03,4.55,12.51,20.34,1025.0,7409.0,66312.0,77729.0,0.0,1.0,49.0,50.0,37.0,1295.4833333333333,1.20418376667653,1.7136461295012158,2.9178298961777456,0.6791530944625407,6.316641921986773,7.641935442370285,2.3157380128394807,15.561759446281313,4,77,16.824458874458873,1.1215543795440475,1.6377870975640523
Rookies (1 - 3 Years) - Goals (30 Games),Connor Bedard,CHI,C,2,9.055573840591135,15.343598469261796,24.7519018309491,41.939169149315575,8484144,2024,0.0,11.0,11.0,23.0,0.0,1.0,46.0,47.0,0.0,24.0,35.0,67.0,0.0,4.0,21.0,28.0,0.0,80.0,282.0,402.0,0.0,4.14,13.21,19.09,208.0,11804.0,82425.0,99805.0,0.0,0.0,37.0,37.0,44.0,1663.4166666666667,0.829617754621512,1.58709483492811,2.416712589549622,0.576960873521383,7.319552694002033,1.6953058464004809,1.3346024748259107,14.50027553729773,4,82,20.285569105691057,0.8928094443306124,1.5127599713194337
Rookies (1 - 3 Years) - Goals (30 Games),Matvei Michkov,PHI,R,1,9.036585268053164,12.778537264300343,24.69999973267865,34.928001855754275,8484387,2024,0.0,6.0,15.0,26.0,0.0,1.0,27.0,29.0,0.0,13.0,40.0,63.0,0.0,5.0,14.0,22.0,0.0,83.0,232.0,359.0,0.0,4.81,14.13,23.65,28.0,12675.0,62891.0,80085.0,0.0,0.0,22.0,23.0,37.0,1334.75,1.1687581944184304,1.6632328151339202,2.831991009552351,0.8088279722058801,3.6923076923076925,1.3036149091590186,1.0339014796778423,16.137853530623712,4,80,16.684375,1.083239290420308,1.5317969374699794
Rookies (1 - 3 Years) - Goals (30 Games),Logan Cooley,UTA,C,2,8.946478121277416,14.522658760113035,24.453706864824934,39.695267277642294,8483431,2024,0.0,7.0,18.0,25.0,4.0,1.0,57.0,63.0,0.0,20.0,39.0,65.0,0.0,5.0,12.0,20.0,7.0,47.0,217.0,293.0,0.45,6.17,12.13,20.19,4995.0,10275.0,61552.0,80376.0,2.0,6.0,22.0,32.0,40.0,1339.6,1.1197372349955212,1.7915795759928337,2.9113168109883545,0.7094489212373278,7.007299270072993,2.821737832188713,1.433263660794267,13.123320394147505,4,75,17.86133333333333,1.0017704674467098,1.6261561764832455
Rookies (1 - 3 Years) - Goals (30 Games),Matt Coronato,CGY,R,3,8.89427596047948,9.699792140256768,24.31102095864391,26.5127651833685,8482679,2024,0.0,4.0,15.0,24.0,0.0,0.0,35.0,36.0,0.0,14.0,23.0,47.0,0.0,4.0,7.0,14.0,0.0,59.0,288.0,375.0,0.0,3.54,11.28,19.65,27.0,10724.0,66762.0,81218.0,0.0,0.0,33.0,37.0,23.0,1353.6333333333334,1.0638035903371175,1.0194784407397375,2.0832820310768545,0.6082502022108385,4.699738903394256,1.595705385505676,1.640030535103056,16.62193109901746,1,77,17.57965367965368,1.0118829554388236,1.1035248267129518
Rookies (1 - 3 Years) - Assists (30 Games),Lane Hutson,MTL,D,2,2.331661361113669,16.602822526486264,6.373207720377363,45.38104823906246,8483457,2024,0.0,1.0,5.0,6.0,1.0,1.0,37.0,40.0,0.0,21.0,33.0,66.0,0.0,9.0,11.0,25.0,1.0,35.0,238.0,297.0,0.0,1.1,4.07,6.3,1045.0,13021.0,92402.0,111847.0,1.0,1.0,111.0,123.0,60.0,1864.1166666666666,0.1931209598826969,1.931209598826969,2.1243305587096657,0.15856799636371507,5.806005683127256,1.287473065884646,3.9589796775952864,9.559487514193497,4,82,22.73313008130081,0.20513333208184847,1.460671932735119
Rookies (1 - 3 Years) - Assists (30 Games),Luke Hughes,NJD,D,3,3.485280363369151,16.089762087793847,9.526432993209013,43.97868303996985,8482684,2024,0.0,0.0,6.0,7.0,0.0,2.0,17.0,19.0,0.0,15.0,25.0,44.0,0.0,7.0,12.0,21.0,1.0,49.0,255.0,328.0,0.03,1.04,5.64,7.92,1599.0,6685.0,78402.0,90133.0,2.0,1.0,52.0,60.0,37.0,1502.2166666666667,0.2795868327915414,1.4778161161838617,1.757402948975403,0.25897298538302593,8.077786088257293,0.7588785461484695,2.3964585667846405,13.100640165089368,4,71,21.157981220657277,0.3294530160530013,1.520916567605689
Rookies (1 - 3 Years) - Assists (30 Games),Kirill Marchenko,CBJ,R,3,11.521420450043527,15.607975224230696,31.491882563452304,42.66179894623057,8480893,2024,0.0,2.0,24.0,31.0,0.0,7.0,47.0,55.0,0.0,18.0,46.0,74.0,0.0,11.0,15.0,29.0,0.0,85.0,315.0,434.0,0.0,3.15,12.78,20.45,312.0,11731.0,72316.0,88084.0,0.0,0.0,36.0,38.0,43.0,1468.0666666666666,1.2669724354025702,1.757413378139049,3.0243858135416195,0.6362077548536976,5.523825760804705,2.247854320875528,1.553062985332183,17.737614095635983,4,79,18.583122362869197,1.2399875785206464,1.6798011571421256
Rookies (1 - 3 Years) - Assists (30 Games),Connor Bedard,CHI,C,2,9.055573840591135,15.343598469261796,24.7519018309491,41.939169149315575,8484144,2024,0.0,11.0,11.0,23.0,0.0,1.0,46.0,47.0,0.0,24.0,35.0,67.0,0.0,4.0,21.0,28.0,0.0,80.0,282.0,402.0,0.0,4.14,13.21,19.09,208.0,11804.0,82425.0,99805.0,0.0,0.0,37.0,37.0,44.0,1663.4166666666667,0.829617754621512,1.58709483492811,2.416712589549622,0.576960873521383,7.319552694002033,1.6953058464004809,1.3346024748259107,14.50027553729773,4,82,20.285569105691057,0.8928094443306124,1.5127599713194337
Rookies (1 - 3 Years) - Assists (30 Games),Macklin Celebrini,SJS,C,1,12.178151228387419,15.269499458008765,33.28694669092561,41.73663185189062,8484801,2024,0.0,7.0,16.0,25.0,1.0,2.0,34.0,37.0,0.0,15.0,36.0,63.0,0.0,2.0,13.0,18.0,0.0,111.0,283.0,457.0,0.0,5.55,14.87,23.32,614.0,12128.0,64839.0,83110.0,0.0,0.0,50.0,53.0,38.0,1385.1666666666667,1.0829021778366021,1.6460113103116352,2.7289134881482373,0.8256142136676999,4.452506596306069,1.6026952231981713,2.2957526170135965,19.795451810853088,4,70,19.788095238095238,1.230856338809461,1.543301593638234
Rookies (1 - 3 Years) - Assists (30 Games),Logan Cooley,UTA,C,2,8.946478121277416,14.522658760113035,24.453706864824934,39.695267277642294,8483431,2024,0.0,7.0,18.0,25.0,4.0,1.0,57.0,63.0,0.0,20.0,39.0,65.0,0.0,5.0,12.0,20.0,7.0,47.0,217.0,293.0,0.45,6.17,12.13,20.19,4995.0,10275.0,61552.0,80376.0,2.0,6.0,22.0,32.0,40.0,1339.6,1.1197372349955212,1.7915795759928337,2.9113168109883545,0.7094489212373278,7.007299270072993,2.821737832188713,1.433263660794267,13.123320394147505,4,75,17.86133333333333,1.0017704674467098,1.6261561764832455
Rookies (1 - 3 Years) - Assists (30 Games),Jake Sanderson,OTT,D,3,4.320209411326966,13.99797074960153,11.808572390960371,38.26112004891085,8482105,2024,0.0,5.0,5.0,11.0,5.0,0.0,28.0,38.0,4.0,22.0,17.0,57.0,1.0,9.0,5.0,20.0,8.0,90.0,276.0,421.0,0.3,1.95,4.21,9.3,11638.0,15338.0,81768.0,117322.0,4.0,26.0,109.0,163.0,46.0,1955.3666666666666,0.3375326025809311,1.4114999744293484,1.7490325770102795,0.18535368359260346,5.163645846916157,1.166021718006853,5.0016194746083436,12.918293244233817,4,80,24.442083333333333,0.3535058245575328,1.145399151021758
Rookies (1 - 3 Years) - Assists (30 Games),Dylan Guenther,UTA,R,3,11.928242944093995,13.868993817792198,32.60386404719026,37.90858310196534,8482699,2024,0.0,11.0,11.0,27.0,0.0,1.0,50.0,53.0,0.0,24.0,25.0,60.0,0.0,6.0,8.0,18.0,0.0,101.0,307.0,450.0,0.0,7.9,10.96,23.81,799.0,13542.0,53915.0,71388.0,0.0,0.0,37.0,42.0,33.0,1189.8,1.361573373676248,1.6641452344931922,3.02571860816944,0.7318186033571363,6.380150642445725,2.6727181038830055,2.1180030257186084,22.692889561270803,4,70,16.997142857142858,1.403558591505429,1.6319206038753638
Rookies (1 - 3 Years) - Assists (30 Games),Dylan Holloway,STL,L,3,9.434772767054032,13.77744083404288,25.788378896614354,37.658338279717206,8482077,2024,0.0,6.0,16.0,26.0,0.0,5.0,158.0,165.0,0.0,13.0,42.0,63.0,0.0,3.0,17.0,21.0,1.0,48.0,258.0,336.0,0.03,4.55,12.51,20.34,1025.0,7409.0,66312.0,77729.0,0.0,1.0,49.0,50.0,37.0,1295.4833333333333,1.20418376667653,1.7136461295012158,2.9178298961777456,0.6791530944625407,6.316641921986773,7.641935442370285,2.3157380128394807,15.561759446281313,4,77,16.824458874458873,1.1215543795440475,1.6377870975640523
Rookies (1 - 3 Years) - Assists (30 Games),Matvei Michkov,PHI,R,1,9.036585268053164,12.778537264300343,24.69999973267865,34.928001855754275,8484387,2024,0.0,6.0,15.0,26.0,0.0,1.0,27.0,29.0,0.0,13.0,40.0,63.0,0.0,5.0,14.0,22.0,0.0,83.0,232.0,359.0,0.0,4.81,14.13,23.65,28.0,12675.0,62891.0,80085.0,0.0,0.0,22.0,23.0,37.0,1334.75,1.1687581944184304,1.6632328151339202,2.831991009552351,0.8088279722058801,3.6923076923076925,1.3036149091590186,1.0339014796778423,16.137853530623712,4,80,16.684375,1.083239290420308,1.5317969374699794
Rookies (1 - 3 Years) - Goals (82 Games),Macklin Celebrini,SJS,C,1,12.178151228387419,15.269499458008765,33.28694669092561,41.73663185189062,8484801,2024,0.0,7.0,16.0,25.0,1.0,2.0,34.0,37.0,0.0,15.0,36.0,63.0,0.0,2.0,13.0,18.0,0.0,111.0,283.0,457.0,0.0,5.55,14.87,23.32,614.0,12128.0,64839.0,83110.0,0.0,0.0,50.0,53.0,38.0,1385.1666666666667,1.0829021778366021,1.6460113103116352,2.7289134881482373,0.8256142136676999,4.452506596306069,1.6026952231981713,2.2957526170135965,19.795451810853088,4,70,19.788095238095238,1.230856338809461,1.543301593638234
Rookies (1 - 3 Years) - Goals (82 Games),Dylan Guenther,UTA,R,3,11.928242944093995,13.868993817792198,32.60386404719026,37.90858310196534,8482699,2024,0.0,11.0,11.0,27.0,0.0,1.0,50.0,53.0,0.0,24.0,25.0,60.0,0.0,6.0,8.0,18.0,0.0,101.0,307.0,450.0,0.0,7.9,10.96,23.81,799.0,13542.0,53915.0,71388.0,0.0,0.0,37.0,42.0,33.0,1189.8,1.361573373676248,1.6641452344931922,3.02571860816944,0.7318186033571363,6.380150642445725,2.6727181038830055,2.1180030257186084,22.692889561270803,4,70,16.997142857142858,1.403558591505429,1.6319206038753638
Rookies (1 - 3 Years) - Goals (82 Games),Kirill Marchenko,CBJ,R,3,11.521420450043527,15.607975224230696,31.491882563452304,42.66179894623057,8480893,2024,0.0,2.0,24.0,31.0,0.0,7.0,47.0,55.0,0.0,18.0,46.0,74.0,0.0,11.0,15.0,29.0,0.0,85.0,315.0,434.0,0.0,3.15,12.78,20.45,312.0,11731.0,72316.0,88084.0,0.0,0.0,36.0,38.0,43.0,1468.0666666666666,1.2669724354025702,1.757413378139049,3.0243858135416195,0.6362077548536976,5.523825760804705,2.247854320875528,1.553062985332183,17.737614095635983,4,79,18.583122362869197,1.2399875785206464,1.6798011571421256
Rookies (1 - 3 Years) - Goals (82 Games),Wyatt Johnston,DAL,C,3,11.041361527167084,12.115887598299416,30.179721507590028,33.11675943535174,8482740,2024,2.0,11.0,18.0,33.0,1.0,1.0,42.0,45.0,2.0,24.0,39.0,71.0,0.0,9.0,13.0,25.0,15.0,101.0,249.0,389.0,1.3,9.78,16.06,29.88,6995.0,14705.0,66951.0,93115.0,0.0,5.0,38.0,47.0,38.0,1551.9166666666667,1.2758417011222682,1.4691510497771572,2.744992750899425,0.8635569296948514,5.875552533151989,1.739784137894002,1.8171078773559577,15.039467325350373,4,82,18.92581300813008,1.1668044614436353,1.2803558392016994
Rookies (1 - 3 Years) - Goals (82 Games),Adam Fantilli,CBJ,C,2,10.266095448644496,11.628062938252521,28.060660892961625,31.783372031223557,8484166,2024,1.0,2.0,25.0,31.0,0.0,0.0,113.0,113.0,2.0,4.0,44.0,54.0,1.0,0.0,12.0,14.0,3.0,48.0,300.0,394.0,0.32,1.71,11.23,18.59,1319.0,7200.0,73658.0,85991.0,0.0,0.0,52.0,56.0,23.0,1433.1833333333334,1.2978102359549255,0.9628914653859125,2.260701701340838,0.5488609519671999,2.0,4.730727634287309,2.344431393983091,16.49474945052389,1,82,17.477845528455287,1.174755255953086,1.3306059856543684
Rookies (1 - 3 Years) - Goals (82 Games),Dylan Holloway,STL,L,3,9.434772767054032,13.77744083404288,25.788378896614354,37.658338279717206,8482077,2024,0.0,6.0,16.0,26.0,0.0,5.0,158.0,165.0,0.0,13.0,42.0,63.0,0.0,3.0,17.0,21.0,1.0,48.0,258.0,336.0,0.03,4.55,12.51,20.34,1025.0,7409.0,66312.0,77729.0,0.0,1.0,49.0,50.0,37.0,1295.4833333333333,1.20418376667653,1.7136461295012158,2.9178298961777456,0.6791530944625407,6.316641921986773,7.641935442370285,2.3157380128394807,15.561759446281313,4,77,16.824458874458873,1.1215543795440475,1.6377870975640523
Rookies (1 - 3 Years) - Goals (82 Games),Connor Bedard,CHI,C,2,9.055573840591135,15.343598469261796,24.7519018309491,41.939169149315575,8484144,2024,0.0,11.0,11.0,23.0,0.0,1.0,46.0,47.0,0.0,24.0,35.0,67.0,0.0,4.0,21.0,28.0,0.0,80.0,282.0,402.0,0.0,4.14,13.21,19.09,208.0,11804.0,82425.0,99805.0,0.0,0.0,37.0,37.0,44.0,1663.4166666666667,0.829617754621512,1.58709483492811,2.416712589549622,0.576960873521383,7.319552694002033,1.6953058464004809,1.3346024748259107,14.50027553729773,4,82,20.285569105691057,0.8928094443306124,1.5127599713194337
Rookies (1 - 3 Years) - Goals (82 Games),Matvei Michkov,PHI,R,1,9.036585268053164,12.778537264300343,24.69999973267865,34.928001855754275,8484387,2024,0.0,6.0,15.0,26.0,0.0,1.0,27.0,29.0,0.0,13.0,40.0,63.0,0.0,5.0,14.0,22.0,0.0,83.0,232.0,359.0,0.0,4.81,14.13,23.65,28.0,12675.0,62891.0,80085.0,0.0,0.0,22.0,23.0,37.0,1334.75,1.1687581944184304,1.6632328151339202,2.831991009552351,0.8088279722058801,3.6923076923076925,1.3036149091590186,1.0339014796778423,16.137853530623712,4,80,16.684375,1.083239290420308,1.5317969374699794
Rookies (1 - 3 Years) - Goals (82 Games),Logan Cooley,UTA,C,2,8.946478121277416,14.522658760113035,24.453706864824934,39.695267277642294,8483431,2024,0.0,7.0,18.0,25.0,4.0,1.0,57.0,63.0,0.0,20.0,39.0,65.0,0.0,5.0,12.0,20.0,7.0,47.0,217.0,293.0,0.45,6.17,12.13,20.19,4995.0,10275.0,61552.0,80376.0,2.0,6.0,22.0,32.0,40.0,1339.6,1.1197372349955212,1.7915795759928337,2.9113168109883545,0.7094489212373278,7.007299270072993,2.821737832188713,1.433263660794267,13.123320394147505,4,75,17.86133333333333,1.0017704674467098,1.6261561764832455
Rookies (1 - 3 Years) - Goals (82 Games),Matt Coronato,CGY,R,3,8.89427596047948,9.699792140256768,24.31102095864391,26.5127651833685,8482679,2024,0.0,4.0,15.0,24.0,0.0,0.0,35.0,36.0,0.0,14.0,23.0,47.0,0.0,4.0,7.0,14.0,0.0,59.0,288.0,375.0,0.0,3.54,11.28,19.65,27.0,10724.0,66762.0,81218.0,0.0,0.0,33.0,37.0,23.0,1353.6333333333334,1.0638035903371175,1.0194784407397375,2.0832820310768545,0.6082502022108385,4.699738903394256,1.595705385505676,1.640030535103056,16.62193109901746,1,77,17.57965367965368,1.0118829554388236,1.1035248267129518
Rookies (1 - 3 Years) - Assists (82 Games),Lane Hutson,MTL,D,2,2.331661361113669,16.602822526486264,6.373207720377363,45.38104823906246,8483457,2024,0.0,1.0,5.0,6.0,1.0,1.0,37.0,40.0,0.0,21.0,33.0,66.0,0.0,9.0,11.0,25.0,1.0,35.0,238.0,297.0,0.0,1.1,4.07,6.3,1045.0,13021.0,92402.0,111847.0,1.0,1.0,111.0,123.0,60.0,1864.1166666666666,0.1931209598826969,1.931209598826969,2.1243305587096657,0.15856799636371507,5.806005683127256,1.287473065884646,3.9589796775952864,9.559487514193497,4,82,22.73313008130081,0.20513333208184847,1.460671932735119
Rookies (1 - 3 Years) - Assists (82 Games),Luke Hughes,NJD,D,3,3.485280363369151,16.089762087793847,9.526432993209013,43.97868303996985,8482684,2024,0.0,0.0,6.0,7.0,0.0,2.0,17.0,19.0,0.0,15.0,25.0,44.0,0.0,7.0,12.0,21.0,1.0,49.0,255.0,328.0,0.03,1.04,5.64,7.92,1599.0,6685.0,78402.0,90133.0,2.0,1.0,52.0,60.0,37.0,1502.2166666666667,0.2795868327915414,1.4778161161838617,1.757402948975403,0.25897298538302593,8.077786088257293,0.7588785461484695,2.3964585667846405,13.100640165089368,4,71,21.157981220657277,0.3294530160530013,1.520916567605689
Rookies (1 - 3 Years) - Assists (82 Games),Kirill Marchenko,CBJ,R,3,11.521420450043527,15.607975224230696,31.491882563452304,42.66179894623057,8480893,2024,0.0,2.0,24.0,31.0,0.0,7.0,47.0,55.0,0.0,18.0,46.0,74.0,0.0,11.0,15.0,29.0,0.0,85.0,315.0,434.0,0.0,3.15,12.78,20.45,312.0,11731.0,72316.0,88084.0,0.0,0.0,36.0,38.0,43.0,1468.0666666666666,1.2669724354025702,1.757413378139049,3.0243858135416195,0.6362077548536976,5.523825760804705,2.247854320875528,1.553062985332183,17.737614095635983,4,79,18.583122362869197,1.2399875785206464,1.6798011571421256
Rookies (1 - 3 Years) - Assists (82 Games),Connor Bedard,CHI,C,2,9.055573840591135,15.343598469261796,24.7519018309491,41.939169149315575,8484144,2024,0.0,11.0,11.0,23.0,0.0,1.0,46.0,47.0,0.0,24.0,35.0,67.0,0.0,4.0,21.0,28.0,0.0,80.0,282.0,402.0,0.0,4.14,13.21,19.09,208.0,11804.0,82425.0,99805.0,0.0,0.0,37.0,37.0,44.0,1663.4166666666667,0.829617754621512,1.58709483492811,2.416712589549622,0.576960873521383,7.319552694002033,1.6953058464004809,1.3346024748259107,14.50027553729773,4,82,20.285569105691057,0.8928094443306124,1.5127599713194337
Rookies (1 - 3 Years) - Assists (82 Games),Macklin Celebrini,SJS,C,1,12.178151228387419,15.269499458008765,33.28694669092561,41.73663185189062,8484801,2024,0.0,7.0,16.0,25.0,1.0,2.0,34.0,37.0,0.0,15.0,36.0,63.0,0.0,2.0,13.0,18.0,0.0,111.0,283.0,457.0,0.0,5.55,14.87,23.32,614.0,12128.0,64839.0,83110.0,0.0,0.0,50.0,53.0,38.0,1385.1666666666667,1.0829021778366021,1.6460113103116352,2.7289134881482373,0.8256142136676999,4.452506596306069,1.6026952231981713,2.2957526170135965,19.795451810853088,4,70,19.788095238095238,1.230856338809461,1.543301593638234
Rookies (1 - 3 Years) - Assists (82 Games),Logan Cooley,UTA,C,2,8.946478121277416,14.522658760113035,24.453706864824934,39.695267277642294,8483431,2024,0.0,7.0,18.0,25.0,4.0,1.0,57.0,63.0,0.0,20.0,39.0,65.0,0.0,5.0,12.0,20.0,7.0,47.0,217.0,293.0,0.45,6.17,12.13,20.19,4995.0,10275.0,61552.0,80376.0,2.0,6.0,22.0,32.0,40.0,1339.6,1.1197372349955212,1.7915795759928337,2.9113168109883545,0.7094489212373278,7.007299270072993,2.821737832188713,1.433263660794267,13.123320394147505,4,75,17.86133333333333,1.0017704674467098,1.6261561764832455
Rookies (1 - 3 Years) - Assists (82 Games),Jake Sanderson,OTT,D,3,4.320209411326966,13.99797074960153,11.808572390960371,38.26112004891085,8482105,2024,0.0,5.0,5.0,11.0,5.0,0.0,28.0,38.0,4.0,22.0,17.0,57.0,1.0,9.0,5.0,20.0,8.0,90.0,276.0,421.0,0.3,1.95,4.21,9.3,11638.0,15338.0,81768.0,117322.0,4.0,26.0,109.0,163.0,46.0,1955.3666666666666,0.3375326025809311,1.4114999744293484,1.7490325770102795,0.18535368359260346,5.163645846916157,1.166021718006853,5.0016194746083436,12.918293244233817,4,80,24.442083333333333,0.3535058245575328,1.145399151021758
Rookies (1 - 3 Years) - Assists (82 Games),Dylan Guenther,UTA,R,3,11.928242944093995,13.868993817792198,32.60386404719026,37.90858310196534,8482699,2024,0.0,11.0,11.0,27.0,0.0,1.0,50.0,53.0,0.0,24.0,25.0,60.0,0.0,6.0,8.0,18.0,0.0,101.0,307.0,450.0,0.0,7.9,10.96,23.81,799.0,13542.0,53915.0,71388.0,0.0,0.0,37.0,42.0,33.0,1189.8,1.361573373676248,1.6641452344931922,3.02571860816944,0.7318186033571363,6.380150642445725,2.6727181038830055,2.1180030257186084,22.692889561270803,4,70,16.997142857142858,1.403558591505429,1.6319206038753638
Rookies (1 - 3 Years) - Assists (82 Games),Dylan Holloway,STL,L,3,9.434772767054032,13.77744083404288,25.788378896614354,37.658338279717206,8482077,2024,0.0,6.0,16.0,26.0,0.0,5.0,158.0,165.0,0.0,13.0,42.0,63.0,0.0,3.0,17.0,21.0,1.0,48.0,258.0,336.0,0.03,4.55,12.51,20.34,1025.0,7409.0,66312.0,77729.0,0.0,1.0,49.0,50.0,37.0,1295.4833333333333,1.20418376667653,1.7136461295012158,2.9178298961777456,0.6791530944625407,6.316641921986773,7.641935442370285,2.3157380128394807,15.561759446281313,4,77,16.824458874458873,1.1215543795440475,1.6377870975640523
